category,year level,question,choice_a,choice_b,choice_c,choice_d,correct_answer,is_active,difficulty_level
Math,Senior (Grade 11-12),"In a school, attendance is checked every morning. Initially, there are 7 girls and 5 boys. If 3 girls and 2 boys arrive every minute, express the ratio of boys to girls at any given minute.",f(x) = (5 + 2x)/(7 + 3x),f(x) = (7x + 3)/(5x + 2),f(x) = (5x + 2)/(7x + 3),f(x) = (7 + 3x)/(5 + 2x),f(x) = (5 + 2x)/(7 + 3x),1,Average
Math,Senior (Grade 11-12),"Robert is a math tutor. His payment package includes 200 pesos per hour for the first three hours and 150 pesos per hour on the succeeding hours. If his tutorial service has a minimum of three hour, express Robert's earnings as a function of time in hours.",f(x) = 350x - 450,f(x) = 200x - 3,f(x) = 150x + 150,f(x) = 150x,f(x) = 150x + 150,1,Average
Math,Senior (Grade 11-12),The domain of a one-to-one function is the range of its inverse function.,TRUE,FALSE. One-to-two,FALSE. direct function,The range of a one-to-one function is the domain of its inverse function.,TRUE,1,Average
Math,Senior (Grade 11-12),"For any algebraic function f(x) defined in the coordinate (x,y), there exists an inverse function f -1(x).",Maybe,FALSE,TRUE,Cannot be determined,FALSE,1,Average
Math,Senior (Grade 11-12),Arrange the steps in determining the inverse of one-to-one functions.,1: Replace f(x) with y; 2: Replace y with f ^-1 (x); 3: Solve for y; 4: Interchange x and y,1: Replace f(x) with y; 2: Interchange x and y; 3: Solve for y; 4: Replace y with f ^-1 (x),1: Replace y with f ^-1 (x); 2: Interchange x and y; 3: Solve for y; 4: Replace f(x) with y,1: Interchange x and y; 2: Replace f(x) with y; 3: Solve for y; 4: Replace y with f ^-1 (x),1: Replace f(x) with y; 2: Interchange x and y; 3: Solve for y; 4: Replace y with f ^-1 (x),1,Average
Math,Senior (Grade 11-12),Which of the following is the inverse of f(x) = x^3 + 1?,f^-1 (x) = 3√(x - 1),f^-1 (x) = 3√(x + 1),f^-1(x) = 3√x + 1,f^-1(x) = (3√x) - 1,f^-1 (x) = 3√(x - 1),1,Average
Math,Senior (Grade 11-12),Which of the following is the inverse of f(x) = 4x/(x + 5)?,f^-1 (x) = -(5x/(x - 4)),f^-1 (x) = 4x/(x - 5),f^-1 (x) = (x + 5)/4x,f^-1 (x) = (x + 4)/5x,f^-1 (x) = (x + 4)/5x,1,Average
Math,Senior (Grade 11-12),Which of the following is the inverse of f(x) = (x + 5)/(x - 4)?,f^-1 (x) = (x + 4)/(x - 5),f^-1 (x) = (4x - 5)/(x - 1),f^-1 (x) = (x - 4)/(x + 5),f^ -1 (x) = (4x - 5)/(x + 1),f^-1 (x) = (4x - 5)/(x - 1),1,Average
Math,Senior (Grade 11-12),Which of the following is the inverse of f(x) = x3 - 8?,f^-1 (x) = 3√(x - 8),f^-1 (x) = 3√x - 2,f^-1 (x) = 3√(x + 8),f^-1 (x) = 3√x + 2,f^-1 (x) = 3√(x + 8),1,Average
Math,Senior (Grade 11-12),Which of the following is the inverse of f(x) = 1/(2x + 1)?,f^-1 (x) = (x - 1)/2x,f^-1 (x) = 2x/(x - 1),f^-1 (x) = (1 - x)/2x,f^-1 (x) = 2x - 1,f^-1 (x) = (x - 1)/2x,1,Average
Math,Senior (Grade 11-12),Which of the following is the inverse of f(x) = (x - 3)/7?,f^-1 (x) = (x + 7)/3,f^-1 (x) = 7x/3,f^-1 (x) = (x - 3)/7,f^-1 (x) = (x + 3)/7,f^-1 (x) = (x + 7)/3,1,Average
Math,Senior (Grade 11-12),Which of the following is true about the graph of a function and its inverse?,They are always symmetric with respect to the y-axis.,They are always symmetric with respect to the line y = x.,They are always parallel.,They always intersect with each other.,They are always symmetric with respect to the line y = x.,1,Average
Math,Senior (Grade 11-12),Find the domain of the inverse of f(x) = √(x - 1).,D f -1: {x|x ≥ 0},D f -1: {x|x ≤ 0},D f -1: {x|x ≥ 1},D f -1: {x|x ≤ 1},D f -1: {x|x ≥ 0},1,Average
Math,Senior (Grade 11-12),Find the range of the inverse of f(x) = √(x + 2).,R f -1: {y|y ≤ 2},R f -1: {y|y ≥ 2},R f -1: {y|y ≥ -2},R f -1: {y|y ≤ -2},R f -1: {y|y ≥ -2},1,Average
Math,Senior (Grade 11-12),Find the range of the inverse of f(x) = 1/(x + 5).,R f -1: {y|y ≠ -5},R f -1: {y|y ≥ 5},R f -1: {y|y ϵ R},R f -1: {y|y ≥ -5},R f -1: {y|y ≠ -5},1,Average
Math,Senior (Grade 11-12),Find the domain of the inverse of f(x) = 1/(x + 5).,D f -1: {x|x ≥ 0},D f -1: {x|x ≠ 0},D f -1: {x|x ≥ 1},D f -1: {x|x ≤ 1},D f -1: {x|x ≠ 0},1,Average
Math,Senior (Grade 11-12),"Find the range of the inverse of f(x) = x^2 - 1, x ≥ 1.",R f -1: {y|y ≥ 1},R f -1: {y|y ϵ R},R f -1: {y|y ≠ 1},R f -1: {y|y ≤ 1},R f -1: {y|y ≥ 1},1,Average
Math,Senior (Grade 11-12),"Find the domain of the inverse of f(x) = x^2 - 1, x ≥ 1.",D f -1: {x|x ≥ 1},D f -1: {x|x ≠ 0},D f -1: {x|x ≤ 1},D f -1: {x|x ≥ 0},D f -1: {x|x ≥ 0},1,Average
Math,Senior (Grade 11-12),Find the range of the inverse of f(x) = (x - 2)/(x + 1).,R f -1: {y|y ≠ -1},R f -1: {y|y ϵ R},R f -1: {y|y ≤ 1},R f -1: {y|y ≠ 1},R f -1: {y|y ≠ -1},1,Average
Math,Senior (Grade 11-12),Find the domain of the inverse of f(x) = (x - 2)/(x + 1).,D f -1: {x|x ≠ 1},D f -1: {x|x ≠ -2},D f -1: {x|x ≠ 2},D f -1: {x|x ≠ -1},D f -1: {x|x ≠ 1},1,Average
Math,Senior (Grade 11-12),Find the range of the inverse of f(x) = √1/(x + 5).,R f -1: {y|y < 0},R f -1: {y|y < 5},R f -1: {y|y > 0},R f -1: {y|y > -5},R f -1: {y|y > -5},1,Average
Math,Senior (Grade 11-12),Find the domain of the inverse of f(x) = √1/(x + 5).,D f -1: {x|x < 0},D f -1: {x|x > -5},D f -1: {x|x > 0},D f -1: {x|x > 5},D f -1: {x|x > 0},1,Average
Math,Senior (Grade 11-12),"At Purple Wardrobes, the monthly overhead cost in suit tailoring is 10,000 pesos. On the average, there is a total of 25 units tailored per month. If the monthly income of the boutique is 5000 pesos per suit, how much does a suit cost?","PHP 5,400","PHP 5,000","PHP 4,600","PHP 5,100","PHP 5,400",1,Difficult
Math,Senior (Grade 11-12),"Ian's Café and Restaurant is offering a promo. They charge 250 pesos per person for a group of five. If the group has more than five persons, the first five persons pay the same and the rest shall pay 100 pesos each. A group of more than five people decided to divide the bill equally amongst themselves. How many people were in the group if each of them paid 130 pesos?",25,20,30,15,25,1,Difficult
Math,Senior (Grade 11-12),"Justin applied for a loan for his new business venture. The payment terms include a 10% interest per year plus a 5000 pesos processing fee. If after one year, he paid 555,000 pesos, how much did he loan?","PHP 500,000","PHP 505,000","PHP 500,500","PHP 550,000","PHP 500,000",1,Difficult
Math,Senior (Grade 11-12),"The population in Brgy. San Roque has a linear function P(t) = 204t + 1,342, where t is the number of years after 2000. In what year was the population of Brgy. San Roque at 2,770?",2009,2007,2006,2008,2007,1,Difficult
Math,Senior (Grade 11-12),"A company modelled its profit as P(t) = 10,000t^3 - 85,000, where t is the time in years that the company has existed. How many years has the company existed if their profit is PHP 17,195,000?",18 years,15 years,21 years,12 years,12 years,1,Difficult
Math,Senior (Grade 11-12),"If the initial amount deposited is 5,000 pesos that earns 5% interest compounded quarterly, how much will be the amount after 10 years?","PHP 8,218","PHP 8,144","PHP 8,415","PHP 8,516","PHP 8,218",1,Difficult
Math,Senior (Grade 11-12),"Suppose that a place that has a population of 15,000 is growing exponentially. Using the formula, P = 15,000e0.03t, how much will the population be after 6 years?","P = 16,976","P = 18,505","P = 17,688","P = 17,958","P = 17,958",1,Difficult
Math,Senior (Grade 11-12),The radioactive material iodine-13 decays according to the formula A = A_oe^0.087t. How much iodine will be left if a sample of 80 grams decays for 20 days? (t is expressed in days),A = 17,A = 14,A = 18,A = 16,A = 14,1,Difficult
Math,Senior (Grade 11-12),"The spread of a virus through a herd of cattle is given by the model, P = P_oe^0.3t. If the case is not given much attention after it started with 5 cows, how many will be infected after 7 days?",P = 35,P = 20,P = 30,P = 41,P = 41,1,Difficult
Math,Senior (Grade 11-12),"A bacterial population doubles every hour. Given that the population starts at 150, what will be the total number of the bacteria after 10 hours?",225000,15000,153600,15600,153600,1,Difficult
Math,Senior (Grade 11-12),"A badminton tournament starts with 64 players. After every round, half of the number of players becomes eliminated. Determine the number of players left after 3 rounds.",16 players,4 players,8 players,2 players,8 players,1,Difficult
Math,Senior (Grade 11-12),"A skydiver's velocity before he opens his parachute is modeled by v = 50(1 - e^0.3t). What is his initial velocity, if v is in meter per second?",v = 0,v = 1,v = 50,v = 12.96,v = 0,1,Difficult
Math,Senior (Grade 11-12),"An investment of 6,000 pesos earns 7% interest, compounded continuously. How much will the investment be after 12 years? A = Pe^rt","PHP 18,098","PHP 26,887","PHP 14,962","PHP 13,898","PHP 13,898",1,Difficult
Math,Senior (Grade 11-12),"The decline in the population in a certain place, due to economic conditions, is modeled by P = 9,000e^-0.06t. How much will the population be after 12 years?","P = 8,489","P = 4,381","P = 18,489","P = 5,821","P = 4,381",1,Difficult
Math,Senior (Grade 11-12),"A boat purchased for 50,000 pesos has been continuously decreasing its value at the rate of 3%. If it is already 5 years old, what is its present value? P = P_0e^0.03t","PHP 40,562","PHP 58,091.71","PHP 48,514","PHP 43,035.40","PHP 43,035.40",1,Difficult
Math,Senior (Grade 11-12),Which of the following is an exponential function?,y = (1/a)^2x,x^x+1 = y,x^2x > y,x = 5^2,y = (1/a)^2x,1,Average
Math,Senior (Grade 11-12),Which of the following is an exponential function?,27 = 3^x,9^x+1 = y,x = 6^2x,(x + 1)^2 = 10,27 = 3^x,1,Average
Math,Senior (Grade 11-12),Which of the following is an exponential function?,x^2 = 25,2^x > 2^1-x,y = 6^2x,3^x+2 = 3^1-x,3^x+2 = 3^1-x,1,Average
Math,Senior (Grade 11-12),Which of the following is an exponential inequality?,y = (1/a)^2x,x^x+1 = y,e^2x > y,x = 5^2,e^2x > y,1,Average
Math,Senior (Grade 11-12),Which of the following is an exponential function?,x = 6^2x,9^x+1 = y,3^x+2 = 3^1-x,x^2 = 25,9^x+1 = y,1,Average
Math,Senior (Grade 11-12),Which of the following is an exponential equation?,e^2x > y,5^x+1 = y,x < 5^2,y = (1/a)^2x,5^x+1 = y,1,Average
Math,Senior (Grade 11-12),Which of the following is an exponential inequality?,e^x = 50,y = 4^x+2,2^x > 2^1-x,1/9 = 3^x,2^x > 2^1-x,1,Average
Math,Senior (Grade 11-12),Solve the exponential equation 3x-5 = 81.,x = -9,x = 9,x = 14,x = 8,x = 9,1,Difficult
Math,Senior (Grade 11-12),Solve the exponential inequality 2x ≥ 32.,x ≤ 5,x ≥ -5,x ≤ -5,x ≥ 5,x ≥ 5,1,Difficult
Math,Senior (Grade 11-12),Solve the exponential equation 10x-1 = 1/10x.,x = 2,x = -1/2,x = 1/2,x = -2,x = 1/2,1,Difficult
Math,Senior (Grade 11-12),Solve the exponential inequality 6-2x < 62-3x.,x < 2,x > -2,x > 2,x < -2,x < 2,1,Difficult
Math,Senior (Grade 11-12),Solve the exponential inequality 6-2x < 62-3x.,x = 0,x = 2,x = -1,x = 1,x = 0,1,Difficult
Math,Senior (Grade 11-12),Solve the exponential equation 42x = 1/256.,x = -2,x = 2,x = 1,x = -1,x = -2,1,Difficult
Math,Senior (Grade 11-12),Solve the exponential inequality 81-x < 85.,x > 4,x > -4,x > 2,x > -2,x > -4,1,Difficult
Math,Senior (Grade 11-12),Solve the exponential equation 9x2 + 4x = 1/81.,x = 1,x = 2,x = -2,x = 1,x = -2,1,Difficult
Math,Senior (Grade 11-12),Solve the exponential inequality 62x ≥ 6-2x - 1.,x ≥ 1/4,x ≥ -1/4,x ≤ -1/4,x ≤ 1/4,x ≥ -1/4,1,Difficult
Math,Senior (Grade 11-12),Solve the exponential inequality 10-3x · 10x > 1/10.,x < -1/2,x > -1/2,x > 1/2,x < 1/2,x < 1/2,1,Difficult
Math,Senior (Grade 11-12),Which of the following is the equation of f(x) = (2^x - 5)/6?,y = (2^x + 5)/6,y = (5^x - 2)/6,y = (2^x - 5)/6,y = (2^x + 5)/-6,y = (2^x - 5)/6,1,Difficult
Math,Senior (Grade 11-12),Which of the following is the equation of f(x) = 7^x-1 + 3?,y = 7^x-1 + 3,y = 7^x+1 + 3,y = 7^x-1 - 3,y = 7^x+1 - 3,y = 7^x-1 + 3,1,Difficult
Math,Senior (Grade 11-12),Which of the following is the equation of f(x) = 0.3x^1/3?,y = 0.3x^0.3,y = 0.3x^1/3,y = 1/3x^0.3,y = 3x^1/3,y = 0.3x^1/3,1,Difficult
Math,Senior (Grade 11-12),Which function represents the table of values shown?,f(x) = 2^x,f(x) = 0.5^x,f(x) = √2^x,f(x) = 2√2^x,f(x) = √2^x,1,Difficult
Math,Senior (Grade 11-12),Which of the following is the range of f(x) = 0.1^x - 2.3?,R:{f ϵ R:f < 2.3},R:{f ϵ R:f = 2.3},R:{f ϵ R:f > 2.3},R:{f ϵ R:f ≠ 2.3},R:{f ϵ R:f > 2.3},1,Difficult
Math,Senior (Grade 11-12),Which of the following is the range of f(x) = 15^(-(1/2)x) - 3?,R:f(x) ≤ -3,R:f(x) > -3,R:f(x) ≥ -3,R:f(x) < -3,R:f(x) > -3,1,Difficult
Math,Senior (Grade 11-12),Which of the following is the range of f(x) = 4^-x?,All real numbers except 0,All real numbers except 1,All positive real numbers.,All real numbers,All positive real numbers.,1,Difficult
Math,Senior (Grade 11-12),Find the domain of the function f(x) = 2^2(x+3).,D: {x ϵ R|x ≥ 2},D: {x ϵ R},D: {x ϵ R|x ≠ 2},D: {x ϵ R|x = 2},D: {x ϵ R},1,Difficult
Math,Senior (Grade 11-12),"Find the range of the function f(x) = 1,000^1000x - 1000.",R:{f ϵ R|f ≥ -1000},R:{f ϵ R|f > 1000},R:{f ϵ R|f ≥ 1000},R:{f ϵ R|f > -1000},R:{f ϵ R|f > -1000},1,Difficult
Math,Senior (Grade 11-12),Find the x and y intercepts of f(x) = 4^(x)/2.,"x-intercept: none; y-intercept: (0, -1/2)","x-intercept: (0,0); y-intercept: (0,0)","x-intercept: none; y-intercept: (0,2)","x-intercept: none; y-intercept: (0, 1/2)","x-intercept: none; y-intercept: (0, -1/2)",1,Difficult
Math,Senior (Grade 11-12),Find the x and y intercepts of f(x) = (3^(x)-27)/4.,"x-intercept: (1/3,0); y-intercept: (0,4/26)","x-intercept: (-1/3,0); y-intercept: (0,26/4)","x-intercept: (-3,0); y-intercept: (0,26/4)","x-intercept: (3,0); y-intercept: (0,-26/4)","x-intercept: (3,0); y-intercept: (0,-26/4)",1,Difficult
Math,Senior (Grade 11-12),Find the x and y intercepts of f(x) = (4^(x+3) - 16)/5.,"x-intercept: (5,0); y-intercept: (0,16)","x-intercept: (1,0); y-intercept: (0,-16)","x-intercept: (5,0); y-intercept: (0,-48/5)","x-intercept: (-1,0); y-intercept: (0,48/5)","x-intercept: (-1,0); y-intercept: (0,48/5)",1,Difficult
Math,Senior (Grade 11-12),Find the zero of f(x) = (1/2)^(x-1) - 4.,0,-1,none,-4,-1,1,Difficult
Math,Senior (Grade 11-12),Find the zero of f(x) = 5^x/25.,-2,1/2,2,None,None,1,Difficult
Math,Senior (Grade 11-12),Find the zero of f(x) = (0.1^(2x-1) - 10)/2.,none,1,0,-1,0,1,Difficult
Math,Senior (Grade 11-12),Determine the horizontal asymptote of f(x) = (3^(2x) + 4)/2,y = 2,y = 4,y = -4,y = 0,y = 2,1,Difficult
Math,Senior (Grade 11-12),Determine the horizontal asymptote of f(x) = (0.3^(x - 5) - 15).,y = -15,y = -5,y = 5,y = 15,y = -15,1,Difficult
Math,Senior (Grade 11-12),Determine the horizontal asymptote of f(x) = (7^x - 1)/3.,y = 1,y = -1/3,y = -1,y = -3,y = -1/3,1,Difficult
Math,Senior (Grade 11-12),Determine the horizontal asymptote of f(x) = e^(2x - 6).,y = 3,y = -3,y = -6,y = 0,y = 0,1,Difficult
Math,Senior (Grade 11-12),"You told Ben a secret. Ben see no harm in telling two other friends. After telling, four people now know your secret. If each of these friends tell two other people and the pattern continues, how many people will know your secret after 15 telling?","30,045 people","36,241 people","35,781 people","32,768 people","32,768 people",1,Difficult
Math,Senior (Grade 11-12),"An investment of 15,000 pesos earns 6% interest, compounded continuously. How much will the investment be worth in 15 years? Round the answer to the nearest hundredth?","PHP 36,890.68","PHP 36,894.05","PHP 36,896.25","PHP 36,895.50","PHP 36,894.05",1,Difficult
Math,Senior (Grade 11-12),The Earth's population is approximately 6 billion and is gowing at an annual rate of 1.9%. Find the world population in 100 years.,1.070898036 x 10^18,1.07893806 x 10^18,1.078093086 x 10^18,1.070893806 x 10^18,1.070893806 x 10^18,1,Difficult
Math,Senior (Grade 11-12),The radioactive material strontium-89 decays at a rate of 8.7%. How much strontium-89 will be left if a sample of 59 grams decays for 25 days? Round the answer to the nearest hundredth.,5.83 grams,7.12 grams,6.7 grams,9.03 grams,6.7 grams,1,Difficult
Math,Senior (Grade 11-12),"Jillian's parents need 30,000 pesos in 15 months' time for her tuition fee in college. They want to invest in an intrument yielding 4.2% interest, compounded monthly. How much should Jillian's parents invest? Round the answer to the nearest hundredths.","PHP 17,906.72","PHP 13,800.75","PHP 32, 629.12","PHP 21,526.24","PHP 17,906.72",1,Difficult
Math,Senior (Grade 11-12),"How long will it take for 10,000 pesos to triple in value if it is invested at 6% compounded monthly?",t = 8.01 years,t = 12.65 years,t = 18.36 years,t = 21.41 years,t = 18.36 years,1,Difficult
Math,Senior (Grade 11-12),The water in the riverbank has a hydrogen ion concentration of .0054. What is the pH value of the water to the nearest hundredths?,pH = 2.27,pH = 2.14,pH = 2.18,pH = 2.21,pH = 2.27,1,Difficult
Math,Senior (Grade 11-12),An Earthquake occurred near Manila with a wave amplitude of 25 times as great as the smallest movement denoted by A0. what is the magnitude of the earthquake using the Richter scale? Round off the answer to the nearest tenth.,R = 1.39,R = 1.4,R = 1.43,R = 1.28,R = 1.4,1,Difficult
Math,Senior (Grade 11-12),"In a factory, the noise rating of a machine is 152 times the weakest sound that humans can hear. What is the noise rating of the machine?",d = 21.818,d = 5.71,d = 13.056,d = 42.613,d = 21.818,1,Difficult
Math,Senior (Grade 11-12),"A 100,000 pesos investment is made in a trust fund with an annual rate of 14% compounded monthly. How long will it take for the investment to reach 1,000,000 pesos? Round the answer to the nearest whole number.",t = 21 years,t = 12 years,t = 9 years,t = 16 years,t = 16 years,1,Difficult
Math,Senior (Grade 11-12),Which of the following is a logarithmic function?,logb x + k > 0,logb x ≠ y,logb x = f(x),logb x,logb x = f(x),1,Average
Math,Senior (Grade 11-12),Which of the following is a logarithmic inequality?,logb x,logb x ≠ y,logb x + k > 0,logb x = y,logb x + k > 0,1,Average
Math,Senior (Grade 11-12),Which of the following is a logarithmic equation?,logb x = y,logb x = 1,logb x,logb x + k > 0,logb x = 1,1,Average
Math,Senior (Grade 11-12),Which of the following is a logarithmic equation?,log2 x + log2 (x - 3) = 1,log4 (x + 8),log4 (x2 + 3x) < log2 2x,log1/2 x,log2 x + log2 (x - 3) = 1,1,Average
