category,year level,question,choice_a,choice_b,choice_c,choice_d,correct_answer,is_active,difficulty_level
Science,Senior (Grade 11-12),Which of the following is NOT a eukaryote?,Plants,Methanogens,Protists,Fungi,Methanogens,1,Average
Science,Senior (Grade 11-12),Which of the following is NOT an archaea?,methanogen,arachnophile,thermophile,halophile,arachnophile,1,Average
Science,Senior (Grade 11-12),"This terrestrial biome is characterized by very dry environment, low species diversity, and very hot climate during daytime and very cold climate at night time.",tundra,savannas,rainforests,deserts,deserts,1,Average
Science,Senior (Grade 11-12),Which of the following is NOT distinct in each type of biome?,number of people,species diversity,amount of rainfall,geographical location,number of people,1,Average
Science,Senior (Grade 11-12),Which of the following is NOT true about terrestrial biomes?,Tropical rainforests receive abundant sunlight because they are near the tropics.,"Chaparrals are abundant with grasses, trees and lichens.",Savannas are grasslands with scattered trees and a number of animals.,Deserts receive very low precipitation or rainfall.,"Chaparrals are abundant with grasses, trees and lichens.",1,Average
Science,Senior (Grade 11-12),Which of the following is NOT true about aquatic biomes?,Brackish water is present in estuaries.,Coral reefs are the least diverse and abundant among aquatic biomes.,"In mangrove forests, mangroves serve as habitat for many organisms.","In intertidal zones, organisms are well-adapted to changing environment due to the tides.",Coral reefs are the least diverse and abundant among aquatic biomes.,1,Average
Science,Senior (Grade 11-12),It is the first to make orbit around Mars in 1971.,Mars 3,MAVEN,Mariner 9,Mars 2,Mariner 9,1,Average
Science,Senior (Grade 11-12),It is a spacecraft that carries sophisticated instruments that can measure or document different features of the solar system.,space probe,space station,rocket,space shuttle,space probe,1,Average
Science,Senior (Grade 11-12),It is a spacecraft that is used for manned missions to the outer space.,space shuttle,space probe,rocket,space station,space shuttle,1,Average
Science,Senior (Grade 11-12),It is a spacecraft that is used to launch satellites.,space station,space shuttle,rocket,space probe,rocket,1,Average
Science,Senior (Grade 11-12),It is a spacecraft that serves as home for astronomers and other scientists as they study the solar system.,space probe,space station,rocket,space shuttle,space station,1,Average
Science,Senior (Grade 11-12),What is the meaning of the acronym 'IAU'?,International Astronomical Unit,International Astronomical Union,International Astrological Unit,International Astrological Union,International Astronomical Union,1,Average
Science,Senior (Grade 11-12),"This project conceptualized in 2009 aims to get more information about Mars including signs of life forms, presence of important gases and minerals and internal structure.",Mars 2020,ExoMars,Mars 2,MAVEN,Mars 2020,1,Average
Science,Senior (Grade 11-12),"Aside from space probe Opportunity, what is the other space probe which made the first landing ever in Mars?",Spirit,Mariner,New Horizon,Vostok,Spirit,1,Average
Science,Senior (Grade 11-12),Which of the following is not recognized as a dwarf planet?,Neptune,Eris,Makemake,Ceres,Neptune,1,Average
Science,Senior (Grade 11-12),He observed that geological processes happen over a long period of time. He also noted and observed soil erosion an degradation.,Alfred Wegener,James Hutton,Charles Lyell,Aristotle,Aristotle,1,Average
Science,Senior (Grade 11-12),This principle states that all natural and geological processes happening today have also happened in the past.,Plutonism,Catastrophism,Uniformitarianism,Neptunism,Uniformitarianism,1,Average
Science,Senior (Grade 11-12),It states that the Earth's geosphere is formed from the mineralization or hardening of precipitates from oceans covering the Earth.,Neptunism,Plutonism,Uniformitarianism,Catastrophism,Neptunism,1,Average
Science,Senior (Grade 11-12),He observed and recognized fossil succession along the strata of rocks and minerals.,Bruce Heezen,Georg Bauer,Abraham Werner,William Smith,William Smith,1,Average
Science,Senior (Grade 11-12),"He is considered the ""Father of Paleontology"" for his contributions to the field.",James Hutton,Georges Cuvier,Charles Lyell,Marie Tharp,Georges Cuvier,1,Average
Science,Senior (Grade 11-12),"He proposed the Continental Drift Theory, that states that continents move from time to time.",William Smith,Bruce Heezen,Alfred Wegener,Georges Cuvier,Alfred Wegener,1,Average
Science,Senior (Grade 11-12),Which of the following books provide evidence supporting the principle of uniformitarianism?,On the Origin of Species,Theory of the Earth,De Re Metallica,Principles of Geology,Principles of Geology,1,Average
Science,Senior (Grade 11-12),"It is the name of the supercontinent that existed in the early Earth, as suggested by Alfred Wegener.",Pangaea,Americas,Australasia,Gondwanaland,Pangaea,1,Average
Science,Senior (Grade 11-12),Which of the following books provide details on how mining and metallurgy worked in the past?,Theory of the Earth,Principles of Geology,De Re Metallica,On the Origin of Species,De Re Metallica,1,Average
Science,Senior (Grade 11-12),He measured the Earth's circumference.,Eratosthenes,Aristotle,Thales,Empedocles,Eratosthenes,1,Average
Science,Senior (Grade 11-12),He invented the first anemometer to measure wind speed.,Thales of Miletus,Nicolas of Cusa,Leone Alberti,Evangelista Torricelli,Leone Alberti,1,Average
Science,Senior (Grade 11-12),"He is the first known meteorologist, and he studied the water cycle.",Thales of Miletus,Aristotle,Nicolas of Cusa,Pomponius Mela,Thales of Miletus,1,Average
Science,Senior (Grade 11-12),"He invented the first barometer, and he studied the phenomenon of atmospheric pressure.",Antoine Lavoisier,Daniel Rutherford,Richard Assman,Evangelista Torricelli,Evangelista Torricelli,1,Average
Science,Senior (Grade 11-12),"He discovered hydrogen gas, and that water is composed of hydrogen and oxygen molecules.",Henry Cavendish,Daniel Rutherford,Joseph Black,Anders Celsius,Henry Cavendish,1,Average
Science,Senior (Grade 11-12),He discovered nitrogen gas.,Daniel Fahrenheit,Edmund Halley,Daniel Rutherford,Jan van Helmont,Daniel Rutherford,1,Average
Science,Senior (Grade 11-12),Which layer of the atmosphere did Richard Assman and Leon Teisserenc de Bort discover and study?,ionosphere,troposphere,mesosphere,stratosphere,stratosphere,1,Average
Science,Senior (Grade 11-12),He proposed the global climate zones.,Pomponius Mela,Galileo Galilei,Leone Alberti,Leonardo da Vinci,Pomponius Mela,1,Average
Science,Senior (Grade 11-12),What is the instrument invented by Galileo Galilei to measure temperature?,Thermometer,Barometer,Hygrometer,Thermoscope,Thermoscope,1,Average
Science,Senior (Grade 11-12),"Torr, named after Evangelista Torricelli, is a unit of measurement for ________.",Wind speed,Atmospheric pressure,Temperature,Humidity,Atmospheric pressure,1,Average
Science,Senior (Grade 11-12),In which temperature scale is 32 degrees the freezing  point?,Fahrenheit,Galilei,Kelvin,Celsius,Fahrenheit,1,Average
Science,Senior (Grade 11-12),"In the 15th century, he studied how precipitation affects the water volume of rivers and oceans.",Bernard Palissy,Thales of Miletus,Leonardo Da Vinci,Aristotle,Bernard Palissy,1,Average
Science,Senior (Grade 11-12),"In the 1700, he studied ocean currents and streams, aiding navigation.",Edmund Halley,Pierre Perrault,Benjamin Franklin,Edme Mariotte,Benjamin Franklin,1,Average
Science,Senior (Grade 11-12),Which of the following scientists studied the water cycle in a scientific approach?,Bernard Palissy,Vitruvius,Aristotle,Edme Mariotte,Edme Mariotte,1,Average
Science,Senior (Grade 11-12),He discovered that water is composed of hydrogen and oxygen atoms.,Benjamin Franklin,John Murray,Matthew Maury,Henry Cavendish,Henry Cavendish,1,Average
Science,Senior (Grade 11-12),"Aside from Charles Thompson, who else led the HMS Challenger Expedition?",James Cook,John Murray,Alfred Wegener,Edme Mariotte,John Murray,1,Average
Science,Senior (Grade 11-12),"According to Wegener, it is the large sea that surrounds the supercontinent Pangaea.",Tethys Sea,Atlantic Ocean,Pacific Ocean,Gondwanaland,Tethys Sea,1,Average
Science,Senior (Grade 11-12),Who among the following is not one of the navigators who described the seas and oceans during explorations?,James Cook,James Rennel,Louise Bougainville,Ferdinand Magellan,James Rennel,1,Average
Science,Senior (Grade 11-12),He published the first comprehensive study on oceanography.,Marcus Vitruvius,Matthew Maury,Pierre Perrault,Charles Lyell,Matthew Maury,1,Average
Science,Senior (Grade 11-12),He proposed the Continental Drift Theory in 1915.,Alfred Wegener,Charles Thompson,Leonardo Da Vinci,Thales of Miletus,Alfred Wegener,1,Average
Science,Senior (Grade 11-12),He proposed the five kingdom system of classification.,Carl Woese,Lyn Margulis,Robert Whittaker,Julian Huxley,Robert Whittaker,1,Average
Science,Senior (Grade 11-12),Who among the following scientists is not involved in the determination of the properties and structure of the DNA?,Francis Crick,Rosalind Franklin,James Watson,Charles Darwin,Charles Darwin,1,Average
